first_fighter,second_fighter,result_1,result_2,date 
Francis-Ngannou,Cain-Velasquez,,,2019-02-18
James-Vick,Paul-Felder,,,2019-02-18
Cortney-Casey,Cynthia-Calvillo,,,2019-02-18
Alex-Caceres,Kron-Gracie,,,2019-02-18
Vicente-Luque,Bryan-Barberena,Win,Loss,2019-02-18
Andre-Fili,Myles-Jury,,,2019-02-18
Jimmie-Rivera,Aljamain-Sterling,,,2019-02-18
Benito-Lopez,Manny-Bermudez,,,2019-02-18
Ashlee-Evans-Smith,Andrea-Lee,,,2019-02-18
Scott-Holtzman,Nik-Lentz,Loss,Win,2019-02-18
Renan-Barao,Luke-Sanders,,,2019-02-18
Alexandra-Albu,Emily-Whitmire,,,2019-02-18
Jan-Blachowicz,Thiago-Santos,,,2019-02-23
Stefan-Struve,Marcos Rogerio-De Lima,,,2019-02-23
Gian-Villante,Michal-Oleksiejczuk,,,2019-02-23
Liz-Carmouche,Lucie-Pudilova,,,2019-02-23
John-Dodson,Petr-Yan,,,2019-02-23
Magomed-Ankalaev,Klidson-Abreu,,,2019-02-23
Dwight-Grant,Carlo-Pedersoli,,,2019-02-23
Daniel-Teymur,Chris-Fishgold,,,2019-02-23
Veronica-Macedo,Gillian-Robertson,,,2019-02-23
Damir-Hadzovic,Marco Polo-Reyes,,,2019-02-23
Michel-Prazeres,Ismail-Naurdiev,Loss,Win,2019-02-23
Rustam-Khabilov,Diego-Ferreira,,,2019-02-23
Damir-Ismagulov,Joel-Alvarez,Win,Loss,2019-02-23
Jon-Jones,Anthony-Smith,,,2019-03-03
Tyron-Woodley,Kamaru-Usman,,,2019-03-03
Robbie-Lawler,Ben-Askren,,,2019-03-03
Tecia-Torres,Zhang-Weili,,,2019-03-03
Cody-Garbrandt,Pedro-Munhoz,,,2019-03-03
Jeremy-Stephens,Zabit-Magomedsharipov,,,2019-03-03
Misha-Cirkunov,Johnny-Walker,,Win,2019-03-03
Cody-Stamann,Alejandro-Perez,,,2019-03-03
Diego-Sanchez,Mickey-Gall,,,2019-03-03
Edmen-Shahbazyan,Charles-Byrd,,,2019-03-03
Gina-Mazany,Macy-Chiasson,,,2019-03-03
Polyana-Viana,Hannah-Cifers,,,2019-03-03
Derrick-Lewis,Junior-Dos Santos,Loss,Win,2019-03-10
Elizeu-dos Santos,Curtis-Millender,Win,Loss,2019-03-10
Tim-Means,Niko-Price,Loss,Win,2019-03-10
Blagoy-Ivanov,Ben-Rothwell,Win,Loss,2019-03-10
Beneil-Dariush,Drew-Dober,Win,Loss,2019-03-10
Tim-Boetsch,Omari-Akhmedov,Loss,Win,2019-03-10
Anthony Rocco-Martin,Sergio-Moraes,Win,Loss,2019-03-10
Marion-Reneau,Yana-Kunitskaya,Loss,Win,2019-03-10
Grant-Dawson,Julian-Erosa,,,2019-03-10
Maurice-Greene,Jeff-Hughes,,,2019-03-10
Louis-Smolka,Matt-Schnell,Loss,Win,2019-03-10
Alex-Morono,Zak-Ottow,Win,Loss,2019-03-10
Alex-White,Dan-Moret,Win,Loss,2019-03-10
Darren-Till,Jorge-Masvidal,Loss,Win,2019-03-16
Leon-Edwards,Gunnar-Nelson,Win,Loss,2019-03-16
Volkan-Oezdemir,Dominick-Reyes,Loss,Win,2019-03-16
Nathaniel-Wood,Jose-Quinonez,Win,Loss,2019-03-16
Danny-Roberts,Claudio-Silva,Loss,Win,2019-03-16
Jack-Marshman,John-Phillips,Win,Loss,2019-03-16
Arnold-Allen,Jordan-Rinaldi,Win,Loss,2019-03-16
Marc-Diakiese,Joe-Duffy,Win,Loss,2019-03-16
Nicolae-Negumereanu,Saparbeg-Safarov,Loss,Win,2019-03-16
Danny-Henry,Dan-Ige,Loss,Win,2019-03-16
Molly-McCann,Priscila-Cachoeira,Win,Loss,2019-03-16
Mike-Grundy,Nad-Narimani,Win,Loss,2019-03-16
Stephen-Thompson,Anthony-Pettis,Loss,Win,2019-03-24
Curtis-Blaydes,Justin-Willis,Win,Loss,2019-03-24
John-Makdessi,Jesus-Pinedo,Win,Loss,2019-03-24
Jussier-Formiga,Deiveson-Figueiredo,Win,Loss,2019-03-24
Luis-Pena,Steven-Peterson,Win,Loss,2019-03-24
Maycee-Barber,JJ-Aldrich,Win,Loss,2019-03-24
Bryce-Mitchell,Bobby-Moffett,Win,Loss,2019-03-24
Marlon-Vera,Frankie-Saenz,Win,Loss,2019-03-24
Alexis-Davis,Jennifer-Maia,Loss,Win,2019-03-24
Randa-Markos,Angela-Hill,Win,Loss,2019-03-24
Ryan-MacDonald,Chris-Gutierrez,Loss,Win,2019-03-24
Eric-Shelton,Jordan-Espinosa,Loss,Win,2019-03-24
Edson-Barboza,Justin-Gaethje,Loss,Win,2019-03-31
David-Branch,Jack-Hermansson,Loss,Win,2019-03-31
Josh-Emmett,Michael-Johnson,Win,Loss,2019-03-31
Karolina-Kowalkiewicz,Michelle-Waterson,Loss,Win,2019-03-31
Kennedy-Nzechukwu,Paul-Craig,Loss,Win,2019-03-31
Sodiq-Yusuff,Sheymon-Moraes,Win,Loss,2019-03-31
Marina-Rodriguez,Jessica-Aguilar,,,2019-03-31
Ross-Pearson,Desmond-Green,Loss,Win,2019-03-31
Enrique-Barzola,Kevin-Aguilar,Loss,Win,2019-03-31
Kevin-Holland,Gerald-Meerschaert,Win,Loss,2019-03-31
Ray-Borg,Casey-Kenney,,,2019-03-31
Sabina-Mazo,Maryna-Moroz,Loss,Win,2019-03-31
Alex-Perez,Mark-De La Rosa,Win,Loss,2019-03-31
Max-Holloway,Dustin-Poirier,,Win,2019-04-14
Kelvin-Gastelum,Israel-Adesanya,,Win,2019-04-14
Eryk-Anders,Khalil-Rountree Jr.,,,2019-04-14
Alan-Jouban,Dwight-Grant,Loss,Win,2019-04-14
Ovince-Saint Preux,Nikita-Krylov,,,2019-04-14
Jalin-Turner,Matt-Frevola,Loss,Win,2019-04-14
Wilson-Reis,Alexandre-Pantoja,,,2019-04-14
Max-Griffin,Zelim-Imadaev,Win,Loss,2019-04-14
Boston-Salmon,Khalid-Taha,,,2019-04-14
Curtis-Millender,Belal-Muhammad,Loss,Win,2019-04-14
Montel-Jackson,Andre-Soukhamthath,,,2019-04-14
Lauren-Mueller,Poliana-Botelho,Loss,Win,2019-04-14
Brandon-Davis,Randy-Costa,Win,Loss,2019-04-14
Alistair-Overeem,Aleksei-Oleinik,Win,,2019-04-20
Islam-Makhachev,Arman-Tsarukyan,Win,Loss,2019-04-20
Sergei-Pavlovich,Marcelo-Golm,Win,Loss,2019-04-20
Roxanne-Modafferi,Antonina-Shevchenko,Win,Loss,2019-04-20
Krzysztof-Jotko,Alen-Amedovski,,,2019-04-20
Movsar-Evloev,Seungwoo-Choi,Win,Loss,2019-04-20
Sultan-Aliev,Keita-Nakamura,Win,Loss,2019-04-20
Alexander-Yakovlev,Alex-da Silva,Win,Loss,2019-04-20
Marcin-Tybura,Shamil-Abdurakhimov,Loss,Win,2019-04-20
Gadzhimurad-Antigulov,Michal-Oleksiejczuk,Loss,Win,2019-04-20
Magomed-Mustafaev,Rafael-Fiziev,Win,Loss,2019-04-20
Ronaldo-Souza,Jack-Hermansson,,,2019-04-28
Greg-Hardy,Dmitrii-Smoliakov,,,2019-04-28
Alex-Oliveira,Mike-Perry,,,2019-04-28
Glover-Teixeira,Ion-Cutelaba,,,2019-04-28
John-Lineker,Cory-Sandhagen,,,2019-04-28
Roosevelt-Roberts,Thomas-Gifford,,,2019-04-28
Ben-Saunders,Takashi-Sato,,,2019-04-28
Andrei-Arlovski,Augusto-Sakai,,,2019-04-28
Carla-Esparza,Virna-Jandiroba,,,2019-04-28
Gilbert-Burns,Mike-Davis,,,2019-04-28
Jim-Miller,Jason-Gonzalez,,,2019-04-28
Angela-Hill,Jodie-Esquibel,,,2019-04-28
Court-McGee,Dhiego-Lima,,,2019-04-28
Al-Iaquinta,Donald-Cerrone,Loss,Win,2019-05-05
Derek-Brunson,Elias-Theodorou,,,2019-05-05
Cub-Swanson,Shane-Burgos,Loss,Win,2019-05-05
Brad-Katona,Merab-Dvalishvili,,,2019-05-05
Walt-Harris,Serghei-Spivac,Win,Loss,2019-05-05
Marc-Andre-Barriault,Andrew-Sanchez,,,2019-05-05
Macy-Chiasson,Sarah-Moras,,,2019-05-05
Aiemann-Zahabi,Vince-Morales,,,2019-05-05
Nordine-Taleb,Kyle-Prepolec,Win,Loss,2019-05-05
Kyle-Nelson,Matt-Sayles,Loss,Win,2019-05-05
Arjan-Singh Bhullar,Juan-Adams,,,2019-05-05
Mitch-Gagnon,Cole-Smith,,,2019-05-05
Rose-Namajunas,Jessica-Andrade,Loss,Win,2019-05-12
Jared-Cannonier,Anderson-Silva,Win,Loss,2019-05-12
Jose-Aldo,Alexander-Volkanovski,Loss,Win,2019-05-12
Thiago-Alves,Laureano-Staropoli,Loss,Win,2019-05-12
Irene-Aldana,Bethe-Correia,Win,Loss,2019-05-12
Antonio Rogerio-Nogueira,Ryan-Spann,Loss,Win,2019-05-12
Thiago-Moises,Kurt-Holobaugh,Win,Loss,2019-05-12
Warlley-Alves,Sergio-Moraes,Win,Loss,2019-05-12
BJ-Penn,Clay-Guida,Loss,Win,2019-05-12
Luana-Carolina,Priscila-Cachoeira,Win,Loss,2019-05-12
Raoni-Barcelos,Carlos-Huachin,Win,Loss,2019-05-12
Talita-Bernardo,Viviane-Araujo,Loss,Win,2019-05-12
Rafael-Dos Anjos,Kevin-Lee,Win,Loss,2019-05-19
Antonio-Carlos Junior,Ian-Heinisch,Loss,Win,2019-05-19
Megan-Anderson,Felicia-Spencer,Loss,Win,2019-05-19
Vicente-Luque,Derrick-Krantz,Win,Loss,2019-05-19
Charles-Oliveira,Nik-Lentz,Win,Loss,2019-05-19
Davi-Ramos,Austin-Hubbard,Win,Loss,2019-05-19
Aspen-Ladd,Sijara-Eubanks,Win,Loss,2019-05-19
Desmond-Green,Charles-Jourdain,Win,Loss,2019-05-19
Danny-Roberts,Michel-Pereira Lima,Loss,Win,2019-05-19
Michael-Trizano,Grant-Dawson,Loss,Win,2019-05-19
Patrick-Cummins,Ed-Herman,Loss,Win,2019-05-19
Zak-Cummings,Trevin-Giles,Win,Loss,2019-05-19
Julio-Arce,Julian-Erosa,Win,Loss,2019-05-19
Alexander-Gustafsson,Anthony-Smith,Loss,Win,2019-06-01
Jimi-Manuwa,Aleksandar-Rakic,Loss,Win,2019-06-01
Makwan-Amirkhani,Chris-Fishgold,Win,Loss,2019-06-01
Damir-Hadzovic,Christos-Giagos,Loss,Win,2019-06-01
Daniel-Teymur,Sung Bin-Jo,Win,Loss,2019-06-01
Rostem-Akman,Sergey-Khandozhko,Loss,Win,2019-06-01
Tonya-Evinger,Lina-Lansberg,Loss,Win,2019-06-01
Stevie-Ray,Leonardo-Santos,Loss,Win,2019-06-01
Nick-Hein,Frank-Camacho,Loss,Win,2019-06-01
Bea-Malecki,Duda-Santana,Win,Loss,2019-06-01
Darko-Stosic,Devin-Clark,Loss,Win,2019-06-01
Joel-Alvarez,Danilo-Belluardo,Win,Loss,2019-06-01
Henry-Cejudo,Marlon-Moraes,,,2019-06-09
Valentina-Shevchenko,Jessica-Eye,,,2019-06-09
Tony-Ferguson,Donald-Cerrone,,,2019-06-09
Jimmie-Rivera,Petr-Yan,,,2019-06-09
Tai-Tuivasa,Blagoy-Ivanov,,,2019-06-09
Tatiana-Suarez,Nina-Nunes,,,2019-06-09
Aljamain-Sterling,Pedro-Munhoz,,,2019-06-09
Karolina-Kowalkiewicz,Alexa-Grasso,,,2019-06-09
Ricardo-Lamas,Calvin-Kattar,,,2019-06-09
Yan-Xiaonan,Angela-Hill,,,2019-06-09
Bevon-Lewis,Darren-Stewart,,,2019-06-09
Eddie-Wineland,Grigory-Popov,,,2019-06-09
Katlyn-Chookagian,Joanne-Calderwood,,,2019-06-09
Renato-Moicano,Chan Sung-Jung,,,2019-06-23
Bryan-Barberena,Randy-Brown,,,2019-06-23
Andre-Ewell,Anderson-dos Santos,,,2019-06-23
Andrea-Lee,Montana-De La Rosa,,,2019-06-23
Kevin-Holland,Alessio-Di Chirico,,,2019-06-23
Dan-Ige,Kevin-Aguilar,,,2019-06-23
Ashley-Yoder,Syuri-Kondo,,,2019-06-23
Matt-Wiman,Luis-Pena,,,2019-06-23
Allen-Crowder,Jairzinho-Rozenstruik,,,2019-06-23
Ariane-Lipski,Molly-McCann,,,2019-06-23
Deron-Winn,Eric-Spicely,,,2019-06-23
Francis-Ngannou,Junior-Dos Santos,,,2019-06-30
Jussier-Formiga,Joseph-Benavidez,,,2019-06-30
Demian-Maia,Anthony Rocco-Martin,,,2019-06-30
Roosevelt-Roberts,Vinc-Pichel,,,2019-06-30
Drew-Dober,Marco Polo-Reyes,,,2019-06-30
Alonzo-Menifield,Paul-Craig,,,2019-06-30
Ricardo-Ramos,Journey-Newson,,,2019-06-30
Eryk-Anders,Vinicius-Moreira,,,2019-06-30
Jared-Gordon,Dan-Moret,,,2019-06-30
Dalcha-Lungiambula,Dequan-Townsend,,,2019-06-30
Emily-Whitmire,Amanda-Ribas,,,2019-06-30
Maurice-Greene,Junior-Albini,,,2019-06-30
Jon-Jones,Thiago-Santos,,,2019-07-07
Amanda-Nunes,Holly-Holm,,,2019-07-07
Jorge-Masvidal,Ben-Askren,,,2019-07-07
Jan-Blachowicz,Luke-Rockhold,,,2019-07-07
Diego-Sanchez,Michael-Chiesa,,,2019-07-07
Gilbert-Melendez,Arnold-Allen,,,2019-07-07
Marlon-Vera,Nohelin-Hernandez,,,2019-07-07
Claudia-Gadelha,Randa-Markos,,,2019-07-07
Alejandro-Perez,Song-Yadong,,,2019-07-07
Edmen-Shahbazyan,Jack-Marshman,,,2019-07-07
Ismail-Naurdiev,Chance-Rencountre,Loss,Win,2019-07-07
Julia-Avila,Pannie-Kianzad,,,2019-07-07
Germaine-de Randamie,Aspen-Ladd,,,2019-07-14
Urijah-Faber,Ricky-Simon,,,2019-07-14
Josh-Emmett,Mirsad-Bektic,,,2019-07-14
Karl-Roberson,Wellington-Turman,,,2019-07-14
Marvin-Vettori,Cezar-Ferreira,,,2019-07-14
Mike-Rodriguez,John-Allan,,,2019-07-14
Andre-Fili,Sheymon-Moraes,,,2019-07-14
Julianna-Peña,Nicco-Montano,,,2019-07-14
Darren-Elkins,Ryan-Hall,,,2019-07-14
Pingyuan-Liu,Jonathan-Martinez,,,2019-07-14
Livinha-Souza,Brianna-Van Buren,,,2019-07-14
Benito-Lopez,Vince-Morales,,,2019-07-14
Rafael-Dos Anjos,Leon-Edwards,,,2019-07-21
Aleksei-Oleinik,Walt-Harris,,,2019-07-21
Greg-Hardy,Juan-Adams,,,2019-07-21
James-Vick,Dan-Hooker,,,2019-07-21
Alexander-Hernandez,Francisco-Trinaldo,,,2019-07-21
Andrei-Arlovski,Ben-Rothwell,,,2019-07-21
Alex-Caceres,Steven-Peterson,,,2019-07-21
Raquel-Pennington,Irene-Aldana,,,2019-07-21
Sam-Alvey,Klidson-Abreu,,,2019-07-21
Roxanne-Modafferi,Jennifer-Maia,,,2019-07-21
Ray-Borg,Gabriel-Silva,,,2019-07-21
Mario-Bautista,Jin Soo-Son,,,2019-07-21
Domingo-Pilarte,Felipe-Colares,,,2019-07-21
Max-Holloway,Frankie-Edgar,Win,,2019-07-28
Cris-Cyborg,Felicia-Spencer,,,2019-07-28
Geoff-Neal,Niko-Price,,,2019-07-28
Olivier-Aubin-Mercier,Arman-Tsarukyan,,,2019-07-28
Marc-Andre-Barriault,Krzysztof-Jotko,,,2019-07-28
Alexis-Davis,Viviane-Araujo,,,2019-07-28
Hakeem-Dawodu,Yoshinori-Horie,,,2019-07-28
Gavin-Tucker,Seungwoo-Choi,,,2019-07-28
Alexandre-Pantoja,Deiveson-Figueiredo,,,2019-07-28
Gillian-Robertson,Sarah-Frota,,,2019-07-28
Erik-Koch,Kyle-Stewart,,,2019-07-28
Colby-Covington,Robbie-Lawler,,,2019-08-03
Jim-Miller,Clay-Guida,,,2019-08-03
Joaquim-Silva,Nasrat-Haqparast,,,2019-08-03
Trevin-Giles,Gerald-Meerschaert,,,2019-08-03
Scott-Holtzman,,,,2019-08-03
Darko-Stosic,Kennedy-Nzechukwu,,,2019-08-03
Mickey-Gall,Salim-Touahri,,,2019-08-03
Antonina-Shevchenko,Lucie-Pudilova,,,2019-08-03
Jordan-Espinosa,Matt-Schnell,,,2019-08-03
Lauren-Murphy,Mara-Romero Borella,,,2019-08-03
Claudio-Silva,Cole-Williams,,,2019-08-03
Miranda-Granger,Hannah-Goldy,,,2019-08-03
Valentina-Shevchenko,Liz-Carmouche,,,2019-08-11
Vicente-Luque,Mike-Perry,,,2019-08-11
Eduardo-Garagorri,Humberto-Bandenay,,,2019-08-11
Volkan-Oezdemir,Ilir-Latifi,,,2019-08-11
Rodolfo-Vieira,Oskar-Piechota,,,2019-08-11
Enrique-Barzola,Bobby-Moffett,,,2019-08-11
Gilbert-Burns,Aleksei-Kunchenko,,,2019-08-11
Ciryl-Gane,Raphael-Pessoa Nunes,,,2019-08-11
Tecia-Torres,Marina-Rodriguez,,,2019-08-11
Rogerio-Bontorin,Raulian-Paiva,,,2019-08-11
Geraldo-de Freitas Jr.,Chris-Gutierrez,,,2019-08-11
Kazula-Vargas,Alex-da Silva,,,2019-08-11
Veronica-Macedo,Polyana-Viana,,,2019-08-11
Daniel-Cormier,Stipe-Miocic,,,2019-08-18
Anthony-Pettis,Nate-Diaz,,,2019-08-18
Yoel-Romero,Paulo-Costa,,,2019-08-18
Gabriel-Benitez,Sodiq-Yusuff,,,2019-08-18
Derek-Brunson,Ian-Heinisch,,,2019-08-18
Devonte-Smith,Khama-Worthy,,,2019-08-18
Raphael-Assuncao,Cory-Sandhagen,,,2019-08-18
Christos-Giagos,Drakkar-Klose,,,2019-08-18
Manny-Bermudez,Casey-Kenney,,,2019-08-18
Hannah-Cifers,Jodie-Esquibel,,,2019-08-18
Kyung Ho-Kang,Brandon-Davis,,,2019-08-18
Sabina-Mazo,Shana-Dobson,Win,Loss,2019-08-18
Jessica-Andrade,Zhang-Weili,,,2019-08-31
Li-Jingliang,Elizeu-dos Santos,,,2019-08-31
Kai Kara-France,Mark-De La Rosa,,,2019-08-31
Song-Kenan,Derrick-Krantz,,,2019-08-31
Wu-Yanan,Mizuki-Inoue,,,2019-08-31
Jun Yong-Park,Anthony-Hernandez,,,2019-08-31
Sumudaerji,Andre-Soukhamthath,,,2019-08-31
Da-un-Jung,Khadis-Ibragimov,,,2019-08-31
Damir-Ismagulov,Thiago-Moises,,,2019-08-31
Alatengheili,Danaa-Batgerel,,,2019-08-31
Karol-Rosa,Lara-Procopio,,,2019-08-31
Khabib-Nurmagomedov,Dustin-Poirier,,,2019-09-07
Edson-Barboza,Paul-Felder,,,2019-09-07
Islam-Makhachev,Davi-Ramos,,,2019-09-07
Curtis-Blaydes,Shamil-Abdurakhimov,,,2019-09-07
Mairbek-Taisumov,Diego-Ferreira,,,2019-09-07
Joanne-Calderwood,Andrea-Lee,,,2019-09-07
Zubaira-Tukhugov,Lerone-Murphy,,,2019-09-07
Liana-Jojua,Sarah-Moras,,,2019-09-07
Ottman-Azaitar,Teemu-Packalen,,,2019-09-07
Belal-Muhammad,Takashi-Sato,,,2019-09-07
Nordine-Taleb,Muslim-Salikhov,,,2019-09-07
Omari-Akhmedov,Zak-Cummings,,,2019-09-07
Don-Madge,Fares-Ziam,,,2019-09-07
Donald-Cerrone,Justin-Gaethje,,,2019-09-15
Glover-Teixeira,Nikita-Krylov,,,2019-09-15
Todd-Duffee,Jeff-Hughes,,,2019-09-15
Michel-Pereira Lima,Tristan-Connelly,,,2019-09-15
Uriah-Hall,Antonio-Carlos Junior,,,2019-09-15
Misha-Cirkunov,Jim-Crute,,,2019-09-15
Marcin-Tybura,Augusto-Sakai,,,2019-09-15
Cole-Smith,Miles-Johns,,,2019-09-15
Brad-Katona,Hunter-Azure,,,2019-09-15
Chas-Skelly,Jordan-Griffin,,,2019-09-15
Louis-Smolka,Ryan-MacDonald,,,2019-09-15
Kyle-Prepolec,Austin-Hubbard,,,2019-09-15
Yair-Rodriguez,Jeremy-Stephens,,,2019-09-22
Carla-Esparza,Alexa-Grasso,,,2019-09-22
Brandon-Moreno,Askar-Askarov,,,2019-09-22
Irene-Aldana,Vanessa-Melo,,,2019-09-22
Martin-Bravo,Steven-Peterson,,,2019-09-22
Jose-Quinonez,Carlos-Huachin,,,2019-09-22
Marco Polo-Reyes,Kyle-Nelson,,,2019-09-22
Ariane-Carnelossi,Angela-Hill,,,2019-09-22
Sergio-Pettis,Tyson-Nam,,,2019-09-22
Vinicius-Moreira,Paul-Craig,,,2019-09-22
Sijara-Eubanks,Bethe-Correia,,,2019-09-22
Claudio-Puelles,Marcos-Rosa,,,2019-09-22
Jack-Hermansson,Jared-Cannonier,,,2019-09-28
Mark-Madsen,Danilo-Belluardo,,,2019-09-28
Gunnar-Nelson,Gilbert-Burns,,,2019-09-28
Ion-Cutelaba,Khalil-Rountree Jr.,,,2019-09-28
Michal-Oleksiejczuk,Ovince-Saint Preux,,,2019-09-28
Nicolas-Dalby,Alex-Oliveira,,,2019-09-28
Alen-Amedovski,John-Phillips,,,2019-09-28
Alessio-Di Chirico,Makhmud-Muradov,,,2019-09-28
Siyar-Bahadurzada,Ismail-Naurdiev,Loss,Win,2019-09-28
Brandon-Davis,Giga-Chikadze,,,2019-09-28
Macy-Chiasson,Lina-Lansberg,,,2019-09-28
Marc-Diakiese,Lando-Vannata,,,2019-09-28
Jack-Shore,Nohelin-Hernandez,,,2019-09-28
Robert-Whittaker,Israel-Adesanya,,,2019-10-06
Al-Iaquinta,Dan-Hooker,,,2019-10-06
Tai-Tuivasa,Serghei-Spivac,,,2019-10-06
Luke-Jumeau,Dhiego-Lima,,,2019-10-06
Justin-Tafa,Yorgan-De Castro,,,2019-10-06
Jake-Matthews,Rostem-Akman,,,2019-10-06
Callan-Potter,Maki-Pitolo,,,2019-10-06
Brad-Riddell,Jamie-Mullarkey,,,2019-10-06
Megan-Anderson,Zarah-Fairn,,,2019-10-06
Nadia-Kassem,Ji Yeon-Kim,,,2019-10-06
Khalid-Taha,Bruno-Silva,,,2019-10-06
Joanna-Jedrzejczyk,Michelle-Waterson,,,2019-10-13
Cub-Swanson,Kron-Gracie,,,2019-10-13
Niko-Price,James-Vick,,,2019-10-13
Mackenzie-Dern,Amanda-Ribas,,,2019-10-13
Matt-Frevola,Luis-Pena,,,2019-10-13
Eryk-Anders,Gerald-Meerschaert,,,2019-10-13
Ryan-Spann,Devin-Clark,,,2019-10-13
Mike-Davis,Thomas-Gifford,,,2019-10-13
Max-Griffin,Alex-Morono,,,2019-10-13
Deiveson-Figueiredo,Tim-Elliott,,,2019-10-13
Marlon-Vera,Andre-Ewell,,,2019-10-13
Miguel-Baeza,Hector-Aldana,,,2019-10-13
Marvin-Vettori,Andrew-Sanchez,,,2019-10-13
JJ-Aldrich,Lauren-Mueller,,,2019-10-13
Dominick-Reyes,Chris-Weidman,,,2019-10-19
Yair-Rodriguez,Jeremy-Stephens,,,2019-10-19
Greg-Hardy,Ben-Sosoli,,,2019-10-19
Joe-Lauzon,Jonathan-Pearce,,,2019-10-19
Maycee-Barber,Gillian-Robertson,,,2019-10-19
Deron-Winn,Darren-Stewart,,,2019-10-19
Charles-Rosa,Manny-Bermudez,,,2019-10-19
Molly-McCann,Diana-Belbita,,,2019-10-19
Kyle-Bochniak,Sean-Woodson,,,2019-10-19
Randy-Costa,Boston-Salmon,,,2019-10-19
Court-McGee,Sean-Brady,,,2019-10-19
Brendan-Allen,Kevin-Holland,,,2019-10-19
Daniel-Spitz,Tanner-Boser,,,2019-10-19
Demian-Maia,Ben-Askren,,,2019-10-26
Michael-Johnson,Stevie-Ray,,,2019-10-26
Frank-Camacho,Beneil-Dariush,,,2019-10-26
Ciryl-Gane,,,,2019-10-26
Muslim-Salikhov,Laureano-Staropoli,,,2019-10-26
Randa-Markos,Ashley-Yoder,,,2019-10-26
Alex-White,Rafael-Fiziev,,,2019-10-26
Enrique-Barzola,Movsar-Evloev,,,2019-10-26
Maurice-Greene,Sergei-Pavlovich,,,2019-10-26
Loma-Lookboonmee,Alexandra-Albu,,,2019-10-26
Raphael-Pessoa Nunes,Jeff-Hughes,,,2019-10-26
Jorge-Masvidal,Nate-Diaz,Win,Loss,2019-11-03
Kelvin-Gastelum,Darren-Till,,,2019-11-03
Stephen-Thompson,Vicente-Luque,,,2019-11-03
Derrick-Lewis,Blagoy-Ivanov,,,2019-11-03
Kevin-Lee,Gregor-Gillespie,,,2019-11-03
Corey-Anderson,Johnny-Walker,,,2019-11-03
Shane-Burgos,Makwan-Amirkhani,,,2019-11-03
Brad-Tavares,Edmen-Shahbazyan,,,2019-11-03
Andrei-Arlovski,Jairzinho-Rozenstruik,,,2019-11-03
Katlyn-Chookagian,Jennifer-Maia,,,2019-11-03
Lyman-Good,Chance-Rencountre,,,2019-11-03
Julio-Arce,Hakeem-Dawodu,,,2019-11-03
Zabit-Magomedsharipov,Calvin-Kattar,,,2019-11-09
Alexander-Volkov,Greg-Hardy,,,2019-11-09
Zelim-Imadaev,Danny-Roberts,,,2019-11-09
Khadis-Ibragimov,Ed-Herman,,,2019-11-09
Ramazan-Emeev,Anthony Rocco-Martin,,,2019-11-09
Shamil-Gamzatov,Klidson-Abreu,,,2019-11-09
Magomed-Ankalaev,Dalcha-Lungiambula,,,2019-11-09
Rustam-Khabilov,Sergey-Khandozhko,,,2019-11-09
Roman-Kopylov,Karl-Roberson,,,2019-11-09
Abubakar-Nurmagomedov,David-Zawada,,,2019-11-09
Alexander-Yakovlev,Roosevelt-Roberts,,,2019-11-09
Jessica-Rose-Clark,Pannie-Kianzad,,,2019-11-09
Grigory-Popov,Davey-Grant,,,2019-11-09
Jan-Blachowicz,Ronaldo-Souza,,,2019-11-17
Mauricio-Rua,Paul-Craig,,,2019-11-17
Charles-Oliveira,Jared-Gordon,,,2019-11-17
Antonio-Arroyo,Andre-Muniz,,,2019-11-17
Markus-Perez,Wellington-Turman,,,2019-11-17
Sergio-Moraes,James-Krause,,,2019-11-17
Ricardo-Ramos,Eduardo-Garagorri,,,2019-11-17
Francisco-Trinaldo,Bobby-Green,,,2019-11-17
Warlley-Alves,Randy-Brown,,,2019-11-17
Douglas-Silva de Andrade,Renan-Barao,,,2019-11-17
Ariane-Lipski,Isabela-De Padua,,,2019-11-17
Vanessa-Melo,Tracy-Cortez,,,2019-11-17
Alistair-Overeem,Jairzinho-Rozenstruik,,,2019-12-08
Marina-Rodriguez,Cynthia-Calvillo,,,2019-12-08
Stefan-Struve,Ben-Rothwell,,,2019-12-08
Aspen-Ladd,Yana-Kunitskaya,,,2019-12-08
Cody-Stamann,Song-Yadong,,,2019-12-08
Rob-Font,Ricky-Simon,,,2019-12-08
Thiago-Alves,Tim-Means,,,2019-12-08
Billy-Quarantillo,Jacob-Kilburn,,,2019-12-08
Bryce-Mitchell,Matt-Sayles,,,2019-12-08
Joe-Solecki,Matt-Wiman,,,2019-12-08
Virna-Jandiroba,Mallory-Martin,,,2019-12-08
Makhmud-Muradov,Trevor-Smith,,,2019-12-08
Kamaru-Usman,Colby-Covington,,,2019-12-15
Max-Holloway,Alexander-Volkanovski,,,2019-12-15
Amanda-Nunes,Germaine-de Randamie,,,2019-12-15
Marlon-Moraes,Jose-Aldo,,,2019-12-15
Petr-Yan,Urijah-Faber,,,2019-12-15
Geoff-Neal,Mike-Perry,,,2019-12-15
Ketlen-Vieira,Irene-Aldana,,,2019-12-15
Ian-Heinisch,Omari-Akhmedov,,,2019-12-15
Matt-Brown,Ben-Saunders,,,2019-12-15
Chase-Hooper,Daniel-Teymur,,,2019-12-15
